图片名,分辨率1,分辨率2,相似性检验结果
MagdalenCave_ZH-CN6279630125,768x1280,1024x768,0.765541
MagdalenCave_ZH-CN6279630125,768x1280,800x600,0.852113
MagdalenCave_ZH-CN6279630125,768x1280,800x480,0.829605
MagdalenCave_ZH-CN6279630125,768x1280,768x1280,1
MagdalenCave_ZH-CN6279630125,768x1280,720x1280,0.99792
MagdalenCave_ZH-CN6279630125,768x1280,640x480,0.867052
MagdalenCave_ZH-CN6279630125,768x1280,480x800,0.971769
MagdalenCave_ZH-CN6279630125,768x1280,400x240,0.840928
MagdalenCave_ZH-CN6279630125,768x1280,320x240,0.890723
MagdalenCave_ZH-CN6279630125,768x1280,240x320,0.916445
Feringasee_ZH-CN6335425001,768x1280,1920x1080,0.928736
Feringasee_ZH-CN6335425001,768x1280,1366x768,0.925749
Feringasee_ZH-CN6335425001,768x1280,1280x768,0.954765
Feringasee_ZH-CN6335425001,768x1280,1024x768,0.932155
Feringasee_ZH-CN6335425001,768x1280,800x600,0.952915
Feringasee_ZH-CN6335425001,768x1280,800x480,0.962054
Feringasee_ZH-CN6335425001,768x1280,768x1280,1
Feringasee_ZH-CN6335425001,768x1280,720x1280,0.999429
Feringasee_ZH-CN6335425001,768x1280,640x480,0.96486
Feringasee_ZH-CN6335425001,768x1280,480x800,0.968036
Feringasee_ZH-CN6335425001,768x1280,400x240,0.945925
Feringasee_ZH-CN6335425001,768x1280,320x240,0.949973
Feringasee_ZH-CN6335425001,768x1280,240x320,0.953766
FinlandCamping_ZH-CN6418764403,768x1280,1920x1080,0.858603
FinlandCamping_ZH-CN6418764403,768x1280,1366x768,0.887077
FinlandCamping_ZH-CN6418764403,768x1280,1280x768,0.88146
FinlandCamping_ZH-CN6418764403,768x1280,1024x768,0.930769
FinlandCamping_ZH-CN6418764403,768x1280,800x600,0.92161
FinlandCamping_ZH-CN6418764403,768x1280,800x480,0.905606
FinlandCamping_ZH-CN6418764403,768x1280,768x1280,1
FinlandCamping_ZH-CN6418764403,768x1280,720x1280,0.998657
FinlandCamping_ZH-CN6418764403,768x1280,640x480,0.92389
FinlandCamping_ZH-CN6418764403,768x1280,480x800,0.97757
FinlandCamping_ZH-CN6418764403,768x1280,400x240,0.898517
FinlandCamping_ZH-CN6418764403,768x1280,320x240,0.922434
FinlandCamping_ZH-CN6418764403,768x1280,240x320,0.927831
MaraRiverCrossing_ZH-CN6598585392,768x1280,1920x1080,0.893161
MaraRiverCrossing_ZH-CN6598585392,768x1280,1366x768,0.904755
MaraRiverCrossing_ZH-CN6598585392,768x1280,1280x768,0.906065
MaraRiverCrossing_ZH-CN6598585392,768x1280,1024x768,0.933089
MaraRiverCrossing_ZH-CN6598585392,768x1280,800x600,0.931626
MaraRiverCrossing_ZH-CN6598585392,768x1280,800x480,0.892106
MaraRiverCrossing_ZH-CN6598585392,768x1280,768x1280,1
MaraRiverCrossing_ZH-CN6598585392,768x1280,720x1280,0.999649
MaraRiverCrossing_ZH-CN6598585392,768x1280,640x480,0.932954
MaraRiverCrossing_ZH-CN6598585392,768x1280,480x800,0.993017
MaraRiverCrossing_ZH-CN6598585392,768x1280,400x240,0.882925
MaraRiverCrossing_ZH-CN6598585392,768x1280,320x240,0.931636
MaraRiverCrossing_ZH-CN6598585392,768x1280,240x320,0.99399
DubaiFountain_ZH-CN7944507087,768x1280,1920x1080,0.971732
DubaiFountain_ZH-CN7944507087,768x1280,1366x768,0.97535
DubaiFountain_ZH-CN7944507087,768x1280,1280x768,0.975561
DubaiFountain_ZH-CN7944507087,768x1280,1024x768,0.936381
DubaiFountain_ZH-CN7944507087,768x1280,800x600,0.938315
DubaiFountain_ZH-CN7944507087,768x1280,800x480,0.979956
DubaiFountain_ZH-CN7944507087,768x1280,768x1280,1
DubaiFountain_ZH-CN7944507087,768x1280,720x1280,0.999839
DubaiFountain_ZH-CN7944507087,768x1280,640x480,0.932697
DubaiFountain_ZH-CN7944507087,768x1280,480x800,0.991818
DubaiFountain_ZH-CN7944507087,768x1280,400x240,0.962069
DubaiFountain_ZH-CN7944507087,768x1280,320x240,0.906934
DubaiFountain_ZH-CN7944507087,768x1280,240x320,0.982143
FarmlandLandscape_ZH-CN8021236701,768x1280,1920x1080,0.944227
FarmlandLandscape_ZH-CN8021236701,768x1280,1366x768,0.941273
FarmlandLandscape_ZH-CN8021236701,768x1280,1280x768,0.951535
FarmlandLandscape_ZH-CN8021236701,768x1280,1024x768,0.968035
FarmlandLandscape_ZH-CN8021236701,768x1280,800x600,0.970046
FarmlandLandscape_ZH-CN8021236701,768x1280,800x480,0.963658
FarmlandLandscape_ZH-CN8021236701,768x1280,768x1280,1
FarmlandLandscape_ZH-CN8021236701,768x1280,720x1280,0.999771
FarmlandLandscape_ZH-CN8021236701,768x1280,640x480,0.969684
FarmlandLandscape_ZH-CN8021236701,768x1280,480x800,0.971288
FarmlandLandscape_ZH-CN8021236701,768x1280,400x240,0.95706
FarmlandLandscape_ZH-CN8021236701,768x1280,320x240,0.960077
FarmlandLandscape_ZH-CN8021236701,768x1280,240x320,0.953584
AugustBears_ZH-CN8159736622,768x1280,1920x1080,0.840222
AugustBears_ZH-CN8159736622,768x1280,1366x768,0.850169
AugustBears_ZH-CN8159736622,768x1280,1280x768,0.845456
AugustBears_ZH-CN8159736622,768x1280,1024x768,0.602189
AugustBears_ZH-CN8159736622,768x1280,800x600,0.767672
AugustBears_ZH-CN8159736622,768x1280,800x480,0.934657
AugustBears_ZH-CN8159736622,768x1280,768x1280,1
AugustBears_ZH-CN8159736622,768x1280,720x1280,0.998593
AugustBears_ZH-CN8159736622,768x1280,640x480,0.794432
AugustBears_ZH-CN8159736622,768x1280,480x800,0.984731
AugustBears_ZH-CN8159736622,768x1280,400x240,0.923961
AugustBears_ZH-CN8159736622,768x1280,320x240,0.855129
AugustBears_ZH-CN8159736622,768x1280,240x320,0.880385
WinnatsPass_ZH-CN8251326840,768x1280,1920x1080,0.944213
WinnatsPass_ZH-CN8251326840,768x1280,1366x768,0.930223
WinnatsPass_ZH-CN8251326840,768x1280,1280x768,0.926676
WinnatsPass_ZH-CN8251326840,768x1280,1024x768,0.950248
WinnatsPass_ZH-CN8251326840,768x1280,800x600,0.915466
WinnatsPass_ZH-CN8251326840,768x1280,800x480,0.895968
WinnatsPass_ZH-CN8251326840,768x1280,768x1280,1
WinnatsPass_ZH-CN8251326840,768x1280,720x1280,0.998081
WinnatsPass_ZH-CN8251326840,768x1280,640x480,0.906006
WinnatsPass_ZH-CN8251326840,768x1280,480x800,0.959763
WinnatsPass_ZH-CN8251326840,768x1280,400x240,0.841022
WinnatsPass_ZH-CN8251326840,768x1280,320x240,0.853468
WinnatsPass_ZH-CN8251326840,768x1280,240x320,0.942324
ParrotsIndia_ZH-CN8386276023,768x1280,1920x1080,0.817293
ParrotsIndia_ZH-CN8386276023,768x1280,1366x768,0.858719
ParrotsIndia_ZH-CN8386276023,768x1280,1280x768,0.877871
ParrotsIndia_ZH-CN8386276023,768x1280,1024x768,0.890959
ParrotsIndia_ZH-CN8386276023,768x1280,800x600,0.899207
ParrotsIndia_ZH-CN8386276023,768x1280,800x480,0.873831
ParrotsIndia_ZH-CN8386276023,768x1280,768x1280,1
ParrotsIndia_ZH-CN8386276023,768x1280,720x1280,0.992633
ParrotsIndia_ZH-CN8386276023,768x1280,640x480,0.901428
ParrotsIndia_ZH-CN8386276023,768x1280,480x800,0.94782
ParrotsIndia_ZH-CN8386276023,768x1280,400x240,0.87054
ParrotsIndia_ZH-CN8386276023,768x1280,320x240,0.890189
ParrotsIndia_ZH-CN8386276023,768x1280,240x320,0.884653
Krakatoa_ZH-CN8471800710,768x1280,1920x1080,0.662886
Krakatoa_ZH-CN8471800710,768x1280,1366x768,0.581474
Krakatoa_ZH-CN8471800710,768x1280,1280x768,0.492251
Krakatoa_ZH-CN8471800710,768x1280,1024x768,0.684372
Krakatoa_ZH-CN8471800710,768x1280,800x600,0.647958
Krakatoa_ZH-CN8471800710,768x1280,800x480,0.756966
Krakatoa_ZH-CN8471800710,768x1280,768x1280,1
Krakatoa_ZH-CN8471800710,768x1280,720x1280,0.998986
Krakatoa_ZH-CN8471800710,768x1280,640x480,0.661896
Krakatoa_ZH-CN8471800710,768x1280,480x800,0.612719
Krakatoa_ZH-CN8471800710,768x1280,400x240,0.735644
Krakatoa_ZH-CN8471800710,768x1280,320x240,0.613545
Krakatoa_ZH-CN8471800710,768x1280,240x320,0.834169
CorsiniGardens_ZH-CN8547012221,768x1280,1920x1080,0.75427
CorsiniGardens_ZH-CN8547012221,768x1280,1366x768,0.806744
CorsiniGardens_ZH-CN8547012221,768x1280,1280x768,0.820054
CorsiniGardens_ZH-CN8547012221,768x1280,1024x768,0.77838
CorsiniGardens_ZH-CN8547012221,768x1280,800x600,0.796624
CorsiniGardens_ZH-CN8547012221,768x1280,800x480,0.758679
CorsiniGardens_ZH-CN8547012221,768x1280,768x1280,1
CorsiniGardens_ZH-CN8547012221,768x1280,720x1280,0.995647
CorsiniGardens_ZH-CN8547012221,768x1280,640x480,0.791151
CorsiniGardens_ZH-CN8547012221,768x1280,480x800,0.657107
CorsiniGardens_ZH-CN8547012221,768x1280,400x240,0.739319
CorsiniGardens_ZH-CN8547012221,768x1280,320x240,0.779882
CorsiniGardens_ZH-CN8547012221,768x1280,240x320,0.522146
HardeeCoFair_ZH-CN8647295545,768x1280,1920x1080,0.920773
HardeeCoFair_ZH-CN8647295545,768x1280,1366x768,0.914024
HardeeCoFair_ZH-CN8647295545,768x1280,1280x768,0.921451
HardeeCoFair_ZH-CN8647295545,768x1280,1024x768,0.933265
HardeeCoFair_ZH-CN8647295545,768x1280,800x600,0.918127
HardeeCoFair_ZH-CN8647295545,768x1280,800x480,0.917252
HardeeCoFair_ZH-CN8647295545,768x1280,768x1280,1
HardeeCoFair_ZH-CN8647295545,768x1280,720x1280,0.99812
HardeeCoFair_ZH-CN8647295545,768x1280,640x480,0.923603
HardeeCoFair_ZH-CN8647295545,768x1280,480x800,0.915795
HardeeCoFair_ZH-CN8647295545,768x1280,400x240,0.906797
HardeeCoFair_ZH-CN8647295545,768x1280,320x240,0.906375
HardeeCoFair_ZH-CN8647295545,768x1280,240x320,0.926009
AsburyParkNJ_ZH-CN1353073841,768x1280,1920x1080,0.733749
AsburyParkNJ_ZH-CN1353073841,768x1280,1366x768,0.748182
AsburyParkNJ_ZH-CN1353073841,768x1280,1280x768,0.781354
AsburyParkNJ_ZH-CN1353073841,768x1280,1024x768,0.741296
AsburyParkNJ_ZH-CN1353073841,768x1280,800x600,0.869154
AsburyParkNJ_ZH-CN1353073841,768x1280,800x480,0.682586
AsburyParkNJ_ZH-CN1353073841,768x1280,768x1280,1
AsburyParkNJ_ZH-CN1353073841,768x1280,720x1280,0.991838
AsburyParkNJ_ZH-CN1353073841,768x1280,640x480,0.882968
AsburyParkNJ_ZH-CN1353073841,768x1280,480x800,0.729512
AsburyParkNJ_ZH-CN1353073841,768x1280,400x240,0.65517
AsburyParkNJ_ZH-CN1353073841,768x1280,320x240,0.869821
AsburyParkNJ_ZH-CN1353073841,768x1280,240x320,0.910351
Slackers_ZH-CN1408656264,768x1280,1920x1080,0.721904
Slackers_ZH-CN1408656264,768x1280,1366x768,0.342723
Slackers_ZH-CN1408656264,768x1280,1280x768,0.723013
Slackers_ZH-CN1408656264,768x1280,1024x768,0.300666
Slackers_ZH-CN1408656264,768x1280,800x600,0.297596
Slackers_ZH-CN1408656264,768x1280,800x480,0.722927
Slackers_ZH-CN1408656264,768x1280,768x1280,1
Slackers_ZH-CN1408656264,768x1280,720x1280,0.403133
Slackers_ZH-CN1408656264,768x1280,640x480,0.298112
Slackers_ZH-CN1408656264,768x1280,480x800,0.668903
Slackers_ZH-CN1408656264,768x1280,400x240,0.304374
Slackers_ZH-CN1408656264,768x1280,320x240,0.645446
Slackers_ZH-CN1408656264,768x1280,240x320,0.324611
Castelbouc_ZH-CN1475157551,768x1280,1920x1080,0.951678
Castelbouc_ZH-CN1475157551,768x1280,1366x768,0.956015
Castelbouc_ZH-CN1475157551,768x1280,1280x768,0.961025
Castelbouc_ZH-CN1475157551,768x1280,1024x768,0.908347
Castelbouc_ZH-CN1475157551,768x1280,800x600,0.930046
Castelbouc_ZH-CN1475157551,768x1280,800x480,0.95397
Castelbouc_ZH-CN1475157551,768x1280,768x1280,1
Castelbouc_ZH-CN1475157551,768x1280,720x1280,0.998405
Castelbouc_ZH-CN1475157551,768x1280,640x480,0.929085
Castelbouc_ZH-CN1475157551,768x1280,480x800,0.952941
Castelbouc_ZH-CN1475157551,768x1280,400x240,0.945209
Castelbouc_ZH-CN1475157551,768x1280,320x240,0.905386
Castelbouc_ZH-CN1475157551,768x1280,240x320,0.899253
RamsauWimbachklamm_ZH-CN1602837695,768x1280,1920x1080,0.903842
RamsauWimbachklamm_ZH-CN1602837695,768x1280,1366x768,0.906533
RamsauWimbachklamm_ZH-CN1602837695,768x1280,1280x768,0.926551
RamsauWimbachklamm_ZH-CN1602837695,768x1280,1024x768,0.869039
RamsauWimbachklamm_ZH-CN1602837695,768x1280,800x600,0.905285
RamsauWimbachklamm_ZH-CN1602837695,768x1280,800x480,0.897018
RamsauWimbachklamm_ZH-CN1602837695,768x1280,768x1280,1
RamsauWimbachklamm_ZH-CN1602837695,768x1280,720x1280,0.994903
RamsauWimbachklamm_ZH-CN1602837695,768x1280,640x480,0.884954
RamsauWimbachklamm_ZH-CN1602837695,768x1280,480x800,0.974446
RamsauWimbachklamm_ZH-CN1602837695,768x1280,400x240,0.846008
RamsauWimbachklamm_ZH-CN1602837695,768x1280,320x240,0.828072
RamsauWimbachklamm_ZH-CN1602837695,768x1280,240x320,0.844187
SquirrelHeather_ZH-CN1683129884,768x1280,1920x1080,0.907473
SquirrelHeather_ZH-CN1683129884,768x1280,1366x768,0.912388
SquirrelHeather_ZH-CN1683129884,768x1280,1280x768,0.920562
SquirrelHeather_ZH-CN1683129884,768x1280,1024x768,0.927017
SquirrelHeather_ZH-CN1683129884,768x1280,800x600,0.943442
SquirrelHeather_ZH-CN1683129884,768x1280,800x480,0.852976
SquirrelHeather_ZH-CN1683129884,768x1280,768x1280,1
SquirrelHeather_ZH-CN1683129884,768x1280,720x1280,0.998814
SquirrelHeather_ZH-CN1683129884,768x1280,640x480,0.934433
SquirrelHeather_ZH-CN1683129884,768x1280,480x800,0.956046
SquirrelHeather_ZH-CN1683129884,768x1280,400x240,0.836431
SquirrelHeather_ZH-CN1683129884,768x1280,320x240,0.937093
SquirrelHeather_ZH-CN1683129884,768x1280,240x320,0.98355
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,1920x1080,0.94145
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,1366x768,0.930453
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,1280x768,0.939961
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,1024x768,0.924217
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,800x600,0.937485
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,800x480,0.94241
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,768x1280,1
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,720x1280,0.99939
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,640x480,0.936069
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,480x800,0.984443
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,400x240,0.927879
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,320x240,0.911904
AutumnTreesNewEngland_ZH-CN1766405773,768x1280,240x320,0.947595
Tegallalang_ZH-CN1855493751,768x1280,1920x1080,0.937223
Tegallalang_ZH-CN1855493751,768x1280,1366x768,0.940573
Tegallalang_ZH-CN1855493751,768x1280,1280x768,0.950641
Tegallalang_ZH-CN1855493751,768x1280,1024x768,0.882543
Tegallalang_ZH-CN1855493751,768x1280,800x600,0.844574
Tegallalang_ZH-CN1855493751,768x1280,800x480,0.891784
Tegallalang_ZH-CN1855493751,768x1280,768x1280,1
Tegallalang_ZH-CN1855493751,768x1280,720x1280,0.998972
Tegallalang_ZH-CN1855493751,768x1280,640x480,0.852226
Tegallalang_ZH-CN1855493751,768x1280,480x800,0.881358
Tegallalang_ZH-CN1855493751,768x1280,400x240,0.877799
Tegallalang_ZH-CN1855493751,768x1280,320x240,0.845977
Tegallalang_ZH-CN1855493751,768x1280,240x320,0.845666
ElMorro_ZH-CN1911346184,768x1280,1920x1080,0.899498
ElMorro_ZH-CN1911346184,768x1280,1366x768,0.895899
ElMorro_ZH-CN1911346184,768x1280,1280x768,0.910728
ElMorro_ZH-CN1911346184,768x1280,1024x768,0.782331
ElMorro_ZH-CN1911346184,768x1280,800x600,0.804483
ElMorro_ZH-CN1911346184,768x1280,800x480,0.917274
ElMorro_ZH-CN1911346184,768x1280,768x1280,1
ElMorro_ZH-CN1911346184,768x1280,720x1280,0.998819
ElMorro_ZH-CN1911346184,768x1280,640x480,0.8104
ElMorro_ZH-CN1911346184,768x1280,480x800,0.917523
ElMorro_ZH-CN1911346184,768x1280,400x240,0.926035
ElMorro_ZH-CN1911346184,768x1280,320x240,0.813705
ElMorro_ZH-CN1911346184,768x1280,240x320,0.824734
MountFanjing_ZH-CN1999613800,768x1280,1920x1080,0.652992
MountFanjing_ZH-CN1999613800,768x1280,1366x768,0.592603
MountFanjing_ZH-CN1999613800,768x1280,1280x768,0.619976
MountFanjing_ZH-CN1999613800,768x1280,1024x768,0.750744
MountFanjing_ZH-CN1999613800,768x1280,800x600,0.839256
MountFanjing_ZH-CN1999613800,768x1280,800x480,0.80955
MountFanjing_ZH-CN1999613800,768x1280,768x1280,1
MountFanjing_ZH-CN1999613800,768x1280,720x1280,0.994102
MountFanjing_ZH-CN1999613800,768x1280,640x480,0.846233
MountFanjing_ZH-CN1999613800,768x1280,480x800,0.732029
MountFanjing_ZH-CN1999613800,768x1280,400x240,0.781871
MountFanjing_ZH-CN1999613800,768x1280,320x240,0.82882
MountFanjing_ZH-CN1999613800,768x1280,240x320,0.715273
SouthernYellow_ZH-CN2055825919,768x1280,1920x1080,0.844215
SouthernYellow_ZH-CN2055825919,768x1280,1366x768,0.845124
SouthernYellow_ZH-CN2055825919,768x1280,1280x768,0.848305
SouthernYellow_ZH-CN2055825919,768x1280,1024x768,0.528668
SouthernYellow_ZH-CN2055825919,768x1280,800x600,0.621358
SouthernYellow_ZH-CN2055825919,768x1280,800x480,0.85514
SouthernYellow_ZH-CN2055825919,768x1280,768x1280,1
SouthernYellow_ZH-CN2055825919,768x1280,720x1280,0.994734
SouthernYellow_ZH-CN2055825919,768x1280,640x480,0.6509
SouthernYellow_ZH-CN2055825919,768x1280,480x800,0.88999
SouthernYellow_ZH-CN2055825919,768x1280,400x240,0.82208
SouthernYellow_ZH-CN2055825919,768x1280,320x240,0.719201
SouthernYellow_ZH-CN2055825919,768x1280,240x320,0.779952
ArroyoGrande_ZH-CN2178202888,768x1280,1920x1080,0.777797
ArroyoGrande_ZH-CN2178202888,768x1280,1366x768,0.845535
ArroyoGrande_ZH-CN2178202888,768x1280,1280x768,0.876641
ArroyoGrande_ZH-CN2178202888,768x1280,1024x768,0.819996
ArroyoGrande_ZH-CN2178202888,768x1280,800x600,0.839537
ArroyoGrande_ZH-CN2178202888,768x1280,800x480,0.724261
ArroyoGrande_ZH-CN2178202888,768x1280,768x1280,1
ArroyoGrande_ZH-CN2178202888,768x1280,720x1280,0.997353
ArroyoGrande_ZH-CN2178202888,768x1280,640x480,0.842363
ArroyoGrande_ZH-CN2178202888,768x1280,480x800,0.874292
ArroyoGrande_ZH-CN2178202888,768x1280,400x240,0.734306
ArroyoGrande_ZH-CN2178202888,768x1280,320x240,0.86616
ArroyoGrande_ZH-CN2178202888,768x1280,240x320,0.879671
TsavoGerenuk_ZH-CN2231549718,768x1280,1920x1080,0.980254
TsavoGerenuk_ZH-CN2231549718,768x1280,1366x768,0.979571
TsavoGerenuk_ZH-CN2231549718,768x1280,1280x768,0.979008
TsavoGerenuk_ZH-CN2231549718,768x1280,1024x768,0.981579
TsavoGerenuk_ZH-CN2231549718,768x1280,800x600,0.980063
TsavoGerenuk_ZH-CN2231549718,768x1280,800x480,0.983582
TsavoGerenuk_ZH-CN2231549718,768x1280,768x1280,1
TsavoGerenuk_ZH-CN2231549718,768x1280,720x1280,0.999089
TsavoGerenuk_ZH-CN2231549718,768x1280,640x480,0.980429
TsavoGerenuk_ZH-CN2231549718,768x1280,480x800,0.997942
TsavoGerenuk_ZH-CN2231549718,768x1280,400x240,0.982664
TsavoGerenuk_ZH-CN2231549718,768x1280,320x240,0.978701
TsavoGerenuk_ZH-CN2231549718,768x1280,240x320,0.99362
DaintreeRiver_ZH-CN2284362798,768x1280,1920x1080,0.817251
DaintreeRiver_ZH-CN2284362798,768x1280,1366x768,0.853297
DaintreeRiver_ZH-CN2284362798,768x1280,1280x768,0.872264
DaintreeRiver_ZH-CN2284362798,768x1280,1024x768,0.846902
DaintreeRiver_ZH-CN2284362798,768x1280,800x600,0.88531
DaintreeRiver_ZH-CN2284362798,768x1280,800x480,0.848667
DaintreeRiver_ZH-CN2284362798,768x1280,768x1280,1
DaintreeRiver_ZH-CN2284362798,768x1280,720x1280,0.995287
DaintreeRiver_ZH-CN2284362798,768x1280,640x480,0.893322
DaintreeRiver_ZH-CN2284362798,768x1280,480x800,0.980627
DaintreeRiver_ZH-CN2284362798,768x1280,400x240,0.830918
DaintreeRiver_ZH-CN2284362798,768x1280,320x240,0.866159
DaintreeRiver_ZH-CN2284362798,768x1280,240x320,0.846333
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,1920x1080,0.820622
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,1366x768,0.822405
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,1280x768,0.85868
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,1024x768,0.883558
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,800x600,0.887542
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,800x480,0.862472
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,768x1280,1
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,720x1280,0.997569
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,640x480,0.883728
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,480x800,0.954606
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,400x240,0.84679
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,320x240,0.86888
MilkyWayCanyonlands_ZH-CN2363274510,768x1280,240x320,0.930443
midmoon_ZH-CN4973736313,768x1280,1920x1080,0.693788
midmoon_ZH-CN4973736313,768x1280,1366x768,0.673917
midmoon_ZH-CN4973736313,768x1280,1280x768,0.674584
midmoon_ZH-CN4973736313,768x1280,1024x768,0.761223
midmoon_ZH-CN4973736313,768x1280,800x600,0.71736
midmoon_ZH-CN4973736313,768x1280,800x480,0.658035
midmoon_ZH-CN4973736313,768x1280,768x1280,1
midmoon_ZH-CN4973736313,768x1280,720x1280,0.996265
midmoon_ZH-CN4973736313,768x1280,640x480,0.708822
midmoon_ZH-CN4973736313,768x1280,480x800,0.96489
midmoon_ZH-CN4973736313,768x1280,400x240,0.647011
midmoon_ZH-CN4973736313,768x1280,320x240,0.714645
midmoon_ZH-CN4973736313,768x1280,240x320,0.888137
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,1920x1080,0.949117
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,1366x768,0.943837
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,1280x768,0.939352
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,1024x768,0.766091
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,800x600,0.116122
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,800x480,0.914456
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,768x1280,1
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,720x1280,0.995319
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,640x480,0.755802
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,480x800,0.825937
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,400x240,0.895253
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,320x240,0.72139
ToothWalkingSeahorse_ZH-CN5089043566,768x1280,240x320,0.765811
SurfboardRow_ZH-CN5154549470,768x1280,1920x1080,0.0880634
SurfboardRow_ZH-CN5154549470,768x1280,1366x768,0.533964
SurfboardRow_ZH-CN5154549470,768x1280,1280x768,0.516398
SurfboardRow_ZH-CN5154549470,768x1280,1024x768,0.685675
SurfboardRow_ZH-CN5154549470,768x1280,800x600,0.662536
SurfboardRow_ZH-CN5154549470,768x1280,800x480,0.576447
SurfboardRow_ZH-CN5154549470,768x1280,768x1280,1
SurfboardRow_ZH-CN5154549470,768x1280,720x1280,0.996467
SurfboardRow_ZH-CN5154549470,768x1280,640x480,0.658073
SurfboardRow_ZH-CN5154549470,768x1280,480x800,0.989534
SurfboardRow_ZH-CN5154549470,768x1280,400x240,0.51875
SurfboardRow_ZH-CN5154549470,768x1280,320x240,0.598588
SurfboardRow_ZH-CN5154549470,768x1280,240x320,0.924998
Wachsenburg_ZH-CN5224299503,768x1280,1920x1080,0.803665
Wachsenburg_ZH-CN5224299503,768x1280,1366x768,0.804321
Wachsenburg_ZH-CN5224299503,768x1280,1280x768,0.819153
Wachsenburg_ZH-CN5224299503,768x1280,1024x768,0.881354
Wachsenburg_ZH-CN5224299503,768x1280,800x600,0.868091
Wachsenburg_ZH-CN5224299503,768x1280,800x480,0.804485
Wachsenburg_ZH-CN5224299503,768x1280,768x1280,1
Wachsenburg_ZH-CN5224299503,768x1280,720x1280,0.998816
Wachsenburg_ZH-CN5224299503,768x1280,640x480,0.856795
Wachsenburg_ZH-CN5224299503,768x1280,480x800,0.984599
Wachsenburg_ZH-CN5224299503,768x1280,400x240,0.797615
Wachsenburg_ZH-CN5224299503,768x1280,320x240,0.845108
Wachsenburg_ZH-CN5224299503,768x1280,240x320,0.789912
StokePero_ZH-CN5293082939,768x1280,1920x1080,0.86689
StokePero_ZH-CN5293082939,768x1280,1366x768,0.872165
StokePero_ZH-CN5293082939,768x1280,1280x768,0.875678
StokePero_ZH-CN5293082939,768x1280,1024x768,0.859839
StokePero_ZH-CN5293082939,768x1280,800x600,0.887655
StokePero_ZH-CN5293082939,768x1280,800x480,0.831931
StokePero_ZH-CN5293082939,768x1280,768x1280,1
StokePero_ZH-CN5293082939,768x1280,720x1280,0.997136
StokePero_ZH-CN5293082939,768x1280,640x480,0.890258
StokePero_ZH-CN5293082939,768x1280,480x800,0.944794
StokePero_ZH-CN5293082939,768x1280,400x240,0.835147
StokePero_ZH-CN5293082939,768x1280,320x240,0.879585
StokePero_ZH-CN5293082939,768x1280,240x320,0.915829
SunbeamsForest_ZH-CN5358008117,768x1280,1920x1080,0.782866
SunbeamsForest_ZH-CN5358008117,768x1280,1366x768,0.784655
SunbeamsForest_ZH-CN5358008117,768x1280,1280x768,0.840361
